|rok  |kod|nazev                                                       |datovy_typ                        |prumerna_hodnota|jednotka|
|2,016|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |40.84           |kg      |
|2,016|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |11.23           |l       |
|2,016|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |32.6            |kg      |
|2,016|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.66            |l       |
|2,016|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |11.03           |kg      |
|2,016|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |40.57           |kg      |
|2,016|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |91.44           |kg      |
|2,016|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |36.52           |kg      |
|2,016|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |130.21          |kg      |
|2,016|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |44.82           |kg      |
|2,016|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |28.65           |ks      |
|2,016|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |109.46          |kg      |
|2,017|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |31.07           |kg      |
|2,017|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |19.96           |kg      |
|2,017|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |142.58          |kg      |
|2,017|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |218.27          |kg      |
|2,017|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |24.17           |kg      |
|2,017|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |32.63           |kg      |
|2,017|212,101  |Jakostní víno bílé                                          |Průměrná cena za jednotku         |96.7            |l       |
|2,017|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |8.73            |g       |
|2,017|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |87.72           |kg      |
|2,017|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |15.93           |kg      |
|2,017|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |68.18           |kg      |
|2,017|115,101  |Máslo                                                       |Průměrná cena za jednotku         |197.79          |kg      |
|2,017|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |19.5            |l       |
|2,017|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |15.03           |kg      |
|2,017|117,103  |Papriky                                                     |Průměrná cena za jednotku         |62.4            |kg      |
|2,017|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |45.23           |kg      |
|2,017|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |11.3            |l       |
|2,017|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |36.32           |kg      |
|2,017|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.78            |l       |
|2,017|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |11.43           |kg      |
|2,017|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |44.7            |kg      |
|2,017|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |94.29           |kg      |
|2,017|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |36.3            |kg      |
|2,017|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |142.03          |kg      |
|2,017|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |46.55           |kg      |
|2,017|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |36.34           |ks      |
|2,017|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |118.27          |kg      |
|2,018|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |29.32           |kg      |
|2,018|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |15.75           |kg      |
|2,018|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |142.45          |kg      |
|2,018|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |223.26          |kg      |
|2,018|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |24.24           |kg      |
|2,018|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |36.17           |kg      |
|2,018|212,101  |Jakostní víno bílé                                          |Průměrná cena za jednotku         |100.1           |l       |
|2,018|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |9.17            |g       |
|2,018|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |93.46           |kg      |
|2,018|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |15.08           |kg      |
|2,018|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |69.31           |kg      |
|2,018|115,101  |Máslo                                                       |Průměrná cena za jednotku         |207.08          |kg      |
|2,018|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |19.82           |l       |
|2,018|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |22.45           |kg      |
|2,018|117,103  |Papriky                                                     |Průměrná cena za jednotku         |60.47           |kg      |
|2,018|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |43.84           |kg      |
|2,018|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |11.81           |l       |
|2,018|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |36.5            |kg      |
|2,018|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.64            |l       |
|2,018|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |11.44           |kg      |
|2,018|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |44.49           |kg      |
|2,018|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |99.4            |kg      |
|2,018|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |36.18           |kg      |
|2,018|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |144.88          |kg      |
|2,018|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |47.87           |kg      |
|2,018|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |38.39           |ks      |
|2,018|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |116.85          |kg      |
